CourseCode;Name;StartDate;EndDate;Location;MaterialType;Description;MatCode;MainCategory;SubCategory1;SubCategory2
568402;MD-101T02 Managing Modern Desktops and Devices;25.9.2019;26.9.2019;Pasila;PDF;Tällä kurssilla opit nykyaikaisen hallinnan ja co-managementin avainkomponenteista, miten Microsoft Intune voidaan käyttöönottaa  ja miten sillä hallitaan nykyaikaisia työpöytiä ja laitteita. Myös sovellusten ja selainpohjaisten sovellusten jakelu- ja hallintametodit käydään läpi.;True;Technology;Infra;Windows Workstations;
568403;MD-101T02 Managing Modern Desktops and Devices;25.9.2019;26.9.2019;Online;PDF;Tällä kurssilla opit nykyaikaisen hallinnan ja co-managementin avainkomponenteista, miten Microsoft Intune voidaan käyttöönottaa  ja miten sillä hallitaan nykyaikaisia työpöytiä ja laitteita. Myös sovellusten ja selainpohjaisten sovellusten jakelu- ja hallintametodit käydään läpi.;True;Technology;Infra;Windows Workstations;
568398;MD-101T01 Deploying the Modern Desktop;12.9.2019;13.9.2019;Pasila;PDF;Tällä kurssilla opit suunnittelemaan ja käyttöönottamaan käyttöjärjestelmän levitys strategian. Opit erilaisista jakeluvaihtoehdoista, niiden sopivuudesta kussakin skenaariossa sekä miten Windows käyttöönotetaan nykyaikaisin metodein.;True;Technology;Infra;Windows Workstations;
568399;MD-101T01 Deploying the Modern Desktop;12.9.2019;13.9.2019;Online;PDF;Tällä kurssilla opit suunnittelemaan ja käyttöönottamaan käyttöjärjestelmän levitys strategian. Opit erilaisista jakeluvaihtoehdoista, niiden sopivuudesta kussakin skenaariossa sekä miten Windows käyttöönotetaan nykyaikaisin metodein.;True;Technology;Infra;Windows Workstations;
568394;MD-100T04 Maintaining Windows 10;6.9.2019;6.9.2019;Pasila;PDF;Tällä kurssilla opit hallitsemaan ja vianselvittämään Windows 10:ä. Käymme läpi arkkitehtuuria, työkaluja, monitorointia sekä vianselvitystä käyttöjärjestelmän, sovellusten ja raudan osalta.;True;Technology;Infra;Windows Workstations;
568395;MD-100T04 Maintaining Windows 10;6.9.2019;6.9.2019;Online;PDF;Tällä kurssilla opit hallitsemaan ja vianselvittämään Windows 10:ä. Käymme läpi arkkitehtuuria, työkaluja, monitorointia sekä vianselvitystä käyttöjärjestelmän, sovellusten ja raudan osalta.;True;Technology;Infra;Windows Workstations;
569917;MD-100T04 Maintaining Windows 10;24.9.2019;24.9.2019;Pasila;PDF;Tällä kurssilla opit hallitsemaan ja vianselvittämään Windows 10:ä. Käymme läpi arkkitehtuuria, työkaluja, monitorointia sekä vianselvitystä käyttöjärjestelmän, sovellusten ja raudan osalta.;True;Technology;Infra;Windows Workstations;
569811;MD-100T04 Maintaining Windows 10;24.9.2019;24.9.2019;Online;PDF;Tällä kurssilla opit hallitsemaan ja vianselvittämään Windows 10:ä. Käymme läpi arkkitehtuuria, työkaluja, monitorointia sekä vianselvitystä käyttöjärjestelmän, sovellusten ja raudan osalta.;True;Technology;Infra;Windows Workstations;
569812;MD-100T04 Maintaining Windows 10;3.12.2019;3.12.2019;Pasila;PDF;Tällä kurssilla opit hallitsemaan ja vianselvittämään Windows 10:ä. Käymme läpi arkkitehtuuria, työkaluja, monitorointia sekä vianselvitystä käyttöjärjestelmän, sovellusten ja raudan osalta.;True;Technology;Infra;Windows Workstations;
569813;MD-100T04 Maintaining Windows 10;3.12.2019;3.12.2019;Online;PDF;Tällä kurssilla opit hallitsemaan ja vianselvittämään Windows 10:ä. Käymme läpi arkkitehtuuria, työkaluja, monitorointia sekä vianselvitystä käyttöjärjestelmän, sovellusten ja raudan osalta.;True;Technology;Infra;Windows Workstations;
568426;MD-100T03 Protecting Windows 10;23.9.2019;23.9.2019;Online;PDF;Tällä kurssilla opit suojaamaan Windows 10:n käyttöjärjestelmän ja laitteella sijaitsevan datan. Opit tiedosto- ja kansio-oikeuksista, tietoturva policyjen luomisesta, yleisistä uhista sekä erilaisista  tavoista suojautua.;True;Technology;Infra;Windows Workstations;
568425;MD-100T03 Protecting Windows 10;23.9.2019;23.9.2019;Pasila;PDF;Tällä kurssilla opit suojaamaan Windows 10:n käyttöjärjestelmän ja laitteella sijaitsevan datan. Opit tiedosto- ja kansio-oikeuksista, tietoturva policyjen luomisesta, yleisistä uhista sekä erilaisista  tavoista suojautua.;True;Technology;Infra;Windows Workstations;
569814;MD-100T03 Protecting Windows 10;2.12.2019;2.12.2019;Pasila;PDF;Tällä kurssilla opit suojaamaan Windows 10:n käyttöjärjestelmän ja laitteella sijaitsevan datan. Opit tiedosto- ja kansio-oikeuksista, tietoturva policyjen luomisesta, yleisistä uhista sekä erilaisista  tavoista suojautua.;True;Technology;Infra;Windows Workstations;
569815;MD-100T03 Protecting Windows 10;2.12.2019;2.12.2019;Online;PDF;Tällä kurssilla opit suojaamaan Windows 10:n käyttöjärjestelmän ja laitteella sijaitsevan datan. Opit tiedosto- ja kansio-oikeuksista, tietoturva policyjen luomisesta, yleisistä uhista sekä erilaisista  tavoista suojautua.;True;Technology;Infra;Windows Workstations;
569723;MD-100T02 Configuring Windows 10;11.12.2019;12.12.2019;Pasila;PDF;Tällä kurssilla opit hallitsemaan tallennusta, tiedostoja, ajureita ja tulostimia Windows 10:ssä. Opit myös määrittelemään verkkoasetuksia sekä hallitsemaan sovelluksia.;True;Technology;Infra;Windows Workstations;
569724;MD-100T02 Configuring Windows 10;11.12.2019;12.12.2019;Online;PDF;Tällä kurssilla opit hallitsemaan tallennusta, tiedostoja, ajureita ja tulostimia Windows 10:ssä. Opit myös määrittelemään verkkoasetuksia sekä hallitsemaan sovelluksia.;True;Technology;Infra;Windows Workstations;
569720;MD-100T01 Installing Windows 10;8.10.2019;8.10.2019;Pasila;PDF;Tällä kurssilla opit miten asennat Windows 10:n sekä miten voit räätälöidä asennusta. Opit myös uudesta Windows Servicing mallista, Windows 10:n räätälöinnistä, personoinnista sekä erilaisista tavoista pitää Windows 10 ajan tasalla.;True;Technology;Infra;Windows Workstations;
569721;MD-100T01 Installing Windows 10;8.10.2019;8.10.2019;Online;PDF;Tällä kurssilla opit miten asennat Windows 10:n sekä miten voit räätälöidä asennusta. Opit myös uudesta Windows Servicing mallista, Windows 10:n räätälöinnistä, personoinnista sekä erilaisista tavoista pitää Windows 10 ajan tasalla.;True;Technology;Infra;Windows Workstations;
569774;AZ-900T01 Microsoft Azure Fundamentals;6.9.2019;6.9.2019;Pasila;;Opi päivässä pilvipalveluiden perusteet ja Microsoft Azure -pilvipalvelun peruspilarit. Tämä koulutus sopii hyvin perustiedoiksi myös liiketoimintavastuullisille, joiden organisaatio hyödyntää pilvipalveluita.;False;Technology;Infra;Microsoft Cloud-services;
569775;AZ-900T01 Microsoft Azure Fundamentals;6.9.2019;6.9.2019;Online;;Opi päivässä pilvipalveluiden perusteet ja Microsoft Azure -pilvipalvelun peruspilarit. Tämä koulutus sopii hyvin perustiedoiksi myös liiketoimintavastuullisille, joiden organisaatio hyödyntää pilvipalveluita.;False;Technology;Infra;Microsoft Cloud-services;
569754;AZ-900T01 Microsoft Azure Fundamentals;21.10.2019;21.10.2019;Pasila;;Opi päivässä pilvipalveluiden perusteet ja Microsoft Azure -pilvipalvelun peruspilarit. Tämä koulutus sopii hyvin perustiedoiksi myös liiketoimintavastuullisille, joiden organisaatio hyödyntää pilvipalveluita.;False;Technology;Infra;Microsoft Cloud-services;
569755;AZ-900T01 Microsoft Azure Fundamentals;21.10.2019;21.10.2019;Online;;Opi päivässä pilvipalveluiden perusteet ja Microsoft Azure -pilvipalvelun peruspilarit. Tämä koulutus sopii hyvin perustiedoiksi myös liiketoimintavastuullisille, joiden organisaatio hyödyntää pilvipalveluita.;False;Technology;Infra;Microsoft Cloud-services;
569910;AZ-900T01 Microsoft Azure Fundamentals;16.12.2019;16.12.2019;Pasila;;Opi päivässä pilvipalveluiden perusteet ja Microsoft Azure -pilvipalvelun peruspilarit. Tämä koulutus sopii hyvin perustiedoiksi myös liiketoimintavastuullisille, joiden organisaatio hyödyntää pilvipalveluita.;True;Technology;Infra;Microsoft Cloud-services;
569911;AZ-900T01 Microsoft Azure Fundamentals;16.12.2019;16.12.2019;Online;;Opi päivässä pilvipalveluiden perusteet ja Microsoft Azure -pilvipalvelun peruspilarit. Tämä koulutus sopii hyvin perustiedoiksi myös liiketoimintavastuullisille, joiden organisaatio hyödyntää pilvipalveluita.;True;Technology;Infra;Microsoft Cloud-services;
569386;Oracle Database 18c: Administration Workshop;9.9.2019;13.9.2019;Pasila;PDF;This Oracle Database 18c: Administration Workshop Ed 1 course provides you with a firm foundation in administration of an Oracle database.;True;Technology;Databases and Analytics;Oracle-courses;
569863;Oracle Database 18c: Administration Workshop;25.11.2019;29.11.2019;Pasila;PDF;This Oracle Database 18c: Administration Workshop Ed 1 course provides you with a firm foundation in administration of an Oracle database.;True;Technology;Databases and Analytics;Oracle-courses;
569394;MS-101T01 Microsoft 365 Security Management;16.9.2019;16.9.2019;Online;PDF;Opi Microsoft 365:n tietoturvan hallinta sekä uhkatyypit, analysointi ja suojautuminen.;True;Technology;Infra;Microsoft Cloud-services;
569381;MS-101T01 Microsoft 365 Security Management;16.9.2019;16.9.2019;Pasila;PDF;Opi Microsoft 365:n tietoturvan hallinta sekä uhkatyypit, analysointi ja suojautuminen.;True;Technology;Infra;Microsoft Cloud-services;
570106;MS-101T01 Microsoft 365 Security Management;26.11.2019;26.11.2019;Online;PDF;Opi Microsoft 365:n tietoturvan hallinta sekä uhkatyypit, analysointi ja suojautuminen.;True;Technology;Infra;Microsoft Cloud-services;
570107;MS-101T01 Microsoft 365 Security Management;26.11.2019;26.11.2019;Pasila;PDF;Opi Microsoft 365:n tietoturvan hallinta sekä uhkatyypit, analysointi ja suojautuminen.;True;Technology;Infra;Microsoft Cloud-services;
570108;MS-101T01 Microsoft 365 Security Management;29.1.2020;29.1.2020;Pasila;PDF;Opi Microsoft 365:n tietoturvan hallinta sekä uhkatyypit, analysointi ja suojautuminen.;True;Technology;Infra;Microsoft Cloud-services;
570109;MS-101T01 Microsoft 365 Security Management;29.1.2020;29.1.2020;Online;PDF;Opi Microsoft 365:n tietoturvan hallinta sekä uhkatyypit, analysointi ja suojautuminen.;True;Technology;Infra;Microsoft Cloud-services;
569718;GraphQL Fullstack;2.10.2019;3.10.2019;Pasila;;GraphQL on nousemassa uusissa ratkaisuissa vaihtoehdoiksi REST-palveluille. Tule kuulemaan, mistä on kyse, millainen GraphQL-kieli on, miten toteutat oman GraphQL-palvelun, miten toteutat clientin sitä vasten hands-on.;True;Technology;Software Development;Web Development;
569719;GraphQL Fullstack;2.10.2019;3.10.2019;Online;;GraphQL on nousemassa uusissa ratkaisuissa vaihtoehdoiksi REST-palveluille. Tule kuulemaan, mistä on kyse, millainen GraphQL-kieli on, miten toteutat oman GraphQL-palvelun, miten toteutat clientin sitä vasten hands-on.;True;Technology;Software Development;Web Development;
569798;GraphQL Fullstack;12.12.2019;13.12.2019;Pasila;;GraphQL on nousemassa uusissa ratkaisuissa vaihtoehdoiksi REST-palveluille. Tule kuulemaan, mistä on kyse, millainen GraphQL-kieli on, miten toteutat oman GraphQL-palvelun, miten toteutat clientin sitä vasten hands-on.;True;Technology;Software Development;Web Development;
569799;GraphQL Fullstack;12.12.2019;13.12.2019;Online;;GraphQL on nousemassa uusissa ratkaisuissa vaihtoehdoiksi REST-palveluille. Tule kuulemaan, mistä on kyse, millainen GraphQL-kieli on, miten toteutat oman GraphQL-palvelun, miten toteutat clientin sitä vasten hands-on.;True;Technology;Software Development;Web Development;
570028;GraphQL;13.12.2019;13.12.2019;Pasila;;GraphQL on nousemassa uusissa ratkaisuissa vaihtoehdoiksi REST-palveluille. Tule kuulemaan, mistä on kyse, millainen GraphQL-kieli on, miten toteutat oman GraphQL-palvelun, miten toteutat clientin sitä vasten hands-on.;True;Technology;Software Development;Web Development;
570029;GraphQL;13.12.2019;13.12.2019;Online;;GraphQL on nousemassa uusissa ratkaisuissa vaihtoehdoiksi REST-palveluille. Tule kuulemaan, mistä on kyse, millainen GraphQL-kieli on, miten toteutat oman GraphQL-palvelun, miten toteutat clientin sitä vasten hands-on.;True;Technology;Software Development;Web Development;
570030;GraphQL;6.2.2020;6.2.2020;Pasila;;GraphQL on nousemassa uusissa ratkaisuissa vaihtoehdoiksi REST-palveluille. Tule kuulemaan, mistä on kyse, millainen GraphQL-kieli on, miten toteutat oman GraphQL-palvelun, miten toteutat clientin sitä vasten hands-on.;True;Technology;Software Development;Web Development;
570031;GraphQL;6.2.2020;6.2.2020;Online;;GraphQL on nousemassa uusissa ratkaisuissa vaihtoehdoiksi REST-palveluille. Tule kuulemaan, mistä on kyse, millainen GraphQL-kieli on, miten toteutat oman GraphQL-palvelun, miten toteutat clientin sitä vasten hands-on.;True;Technology;Software Development;Web Development;
569785;Redux;24.9.2019;25.9.2019;Online;;Facebookin React on tämän hetken suosituin JavaScript SPA-viitekehys. Pienemmissä sovelluksissa React toimii sellaisenaan, mutta kun sovellluksen koko kasvaa tarvitaan tilanhallintaan ratkaisu: Redux.;True;Technology;Software Development;Web Development;
569784;Redux;24.9.2019;25.9.2019;Pasila;;Facebookin React on tämän hetken suosituin JavaScript SPA-viitekehys. Pienemmissä sovelluksissa React toimii sellaisenaan, mutta kun sovellluksen koko kasvaa tarvitaan tilanhallintaan ratkaisu: Redux.;True;Technology;Software Development;Web Development;
569786;Redux;26.11.2019;27.11.2019;Pasila;;Facebookin React on tämän hetken suosituin JavaScript SPA-viitekehys. Pienemmissä sovelluksissa React toimii sellaisenaan, mutta kun sovellluksen koko kasvaa tarvitaan tilanhallintaan ratkaisu: Redux.;True;Technology;Software Development;Web Development;
569787;Redux;26.11.2019;27.11.2019;Online;;Facebookin React on tämän hetken suosituin JavaScript SPA-viitekehys. Pienemmissä sovelluksissa React toimii sellaisenaan, mutta kun sovellluksen koko kasvaa tarvitaan tilanhallintaan ratkaisu: Redux.;True;Technology;Software Development;Web Development;
569295;Git-versionhallinta;16.9.2019;17.9.2019;Pasila;;Tarvitsetko nopean perehdytyksen markkinoiden parhaan versionhallintatyökalun saloihin vai ottaako gitti tai versionhallinta päähän ylipäätään?Tule oppimaan, miten saat laitettua versionhallinnalle sulakkeet kurkkuun ja valjastettua tämänkin teknologian puolellesi.;True;Technology;Software Development;Other Software Development;
569296;Git-versionhallinta;16.9.2019;17.9.2019;Online;;Tarvitsetko nopean perehdytyksen markkinoiden parhaan versionhallintatyökalun saloihin vai ottaako gitti tai versionhallinta päähän ylipäätään?Tule oppimaan, miten saat laitettua versionhallinnalle sulakkeet kurkkuun ja valjastettua tämänkin teknologian puolellesi.;True;Technology;Software Development;Other Software Development;
569802;Git-versionhallinta;26.11.2019;27.11.2019;Online;;Tarvitsetko nopean perehdytyksen markkinoiden parhaan versionhallintatyökalun saloihin vai ottaako gitti tai versionhallinta päähän ylipäätään?Tule oppimaan, miten saat laitettua versionhallinnalle sulakkeet kurkkuun ja valjastettua tämänkin teknologian puolellesi.;True;Technology;Software Development;Other Software Development;
569801;Git-versionhallinta;26.11.2019;27.11.2019;Pasila;;Tarvitsetko nopean perehdytyksen markkinoiden parhaan versionhallintatyökalun saloihin vai ottaako gitti tai versionhallinta päähän ylipäätään?Tule oppimaan, miten saat laitettua versionhallinnalle sulakkeet kurkkuun ja valjastettua tämänkin teknologian puolellesi.;True;Technology;Software Development;Other Software Development;
569529;Tietotyön tehotreeni: Excel kaavat ja soluviittaukset;27.9.2019;27.9.2019;Online;;Ota haltuun dollarimerkit ja Excel-kaavojen laatimisen niksit!Koulutuksen kesto 1,5 tuntia klo 8.30 - 10.00;True;Productivity;Business Applications;Spreadsheets and Reporting;
569530;Tietotyön tehotreeni: Excel kaavat ja soluviittaukset;21.10.2019;21.10.2019;Online;;Ota haltuun dollarimerkit ja Excel-kaavojen laatimisen niksit!Koulutuksen kesto 1,5 tuntia klo 8.30 - 10.00;True;Productivity;Business Applications;Spreadsheets and Reporting;
569532;Tietotyön tehotreeni: Excel kaavat ja soluviittaukset;20.11.2019;20.11.2019;Online;;Ota haltuun dollarimerkit ja Excel-kaavojen laatimisen niksit!Koulutuksen kesto 1,5 tuntia klo 8.30 - 10.00;True;Productivity;Business Applications;Spreadsheets and Reporting;
569531;Tietotyön tehotreeni: Excel kaavat ja soluviittaukset;16.12.2019;16.12.2019;Online;;Ota haltuun dollarimerkit ja Excel-kaavojen laatimisen niksit!Koulutuksen kesto 1,5 tuntia klo 8.30 - 10.00;True;Productivity;Business Applications;Spreadsheets and Reporting;
568346;AZ-101T04 Secure Identities;7.10.2019;7.10.2019;Pasila;PDF;Hyvin hallitusta identiteetistä on tullut uusien pilvipalveluiden "palomuuri". Varmista, että muurisi kestää! ;True;Technology;Infra;Microsoft Cloud-services;
568347;AZ-101T04 Secure Identities;7.10.2019;7.10.2019;Online;PDF;Hyvin hallitusta identiteetistä on tullut uusien pilvipalveluiden "palomuuri". Varmista, että muurisi kestää! ;True;Technology;Infra;Microsoft Cloud-services;
568342;AZ-101T03 Implement Advanced Virtual Networking;30.9.2019;30.9.2019;Pasila;PDF;Pelkillä virtuaaliverkoilla ja niiden yhdistämisellä ei Azuren tietoliikennetarpeita ratkota. ;True;Technology;Infra;Microsoft Cloud-services;
568343;AZ-101T03 Implement Advanced Virtual Networking;30.9.2019;30.9.2019;Online;PDF;Pelkillä virtuaaliverkoilla ja niiden yhdistämisellä ei Azuren tietoliikennetarpeita ratkota. ;True;Technology;Infra;Microsoft Cloud-services;
568344;AZ-101T03 Implement Advanced Virtual Networking;2.12.2019;2.12.2019;Pasila;PDF;Pelkillä virtuaaliverkoilla ja niiden yhdistämisellä ei Azuren tietoliikennetarpeita ratkota. ;True;Technology;Infra;Microsoft Cloud-services;
568345;AZ-101T03 Implement Advanced Virtual Networking;2.12.2019;2.12.2019;Online;PDF;Pelkillä virtuaaliverkoilla ja niiden yhdistämisellä ei Azuren tietoliikennetarpeita ratkota. ;True;Technology;Infra;Microsoft Cloud-services;
568338;AZ-101T02 Implement and Manage Application Services;23.9.2019;23.9.2019;Pasila;PDF;Pilvipalvelut ovat erinomainen tapa sovelluspalveluiden toteuttamiseen. Tule oppimaan, kuinka se kannattaa tehdä! ;True;Technology;Infra;Microsoft Cloud-services;
568339;AZ-101T02 Implement and Manage Application Services;23.9.2019;23.9.2019;Online;PDF;Pilvipalvelut ovat erinomainen tapa sovelluspalveluiden toteuttamiseen. Tule oppimaan, kuinka se kannattaa tehdä! ;True;Technology;Infra;Microsoft Cloud-services;
568340;AZ-101T02 Implement and Manage Application Services;25.11.2019;25.11.2019;Pasila;PDF;Pilvipalvelut ovat erinomainen tapa sovelluspalveluiden toteuttamiseen. Tule oppimaan, kuinka se kannattaa tehdä! ;True;Technology;Infra;Microsoft Cloud-services;
568341;AZ-101T02 Implement and Manage Application Services;25.11.2019;25.11.2019;Online;PDF;Pilvipalvelut ovat erinomainen tapa sovelluspalveluiden toteuttamiseen. Tule oppimaan, kuinka se kannattaa tehdä! ;True;Technology;Infra;Microsoft Cloud-services;
568334;AZ-101T01 Migrate Servers to Azure;16.9.2019;16.9.2019;Pasila;PDF;Kuinka virtuaalipalvelimet saadaan siirrettyä omista tai kumppanin ylläpidetyistä ympäristöistä Azureen? Tule oppimaan! ;True;Technology;Infra;Microsoft Cloud-services;
568335;AZ-101T01 Migrate Servers to Azure;16.9.2019;16.9.2019;Online;PDF;Kuinka virtuaalipalvelimet saadaan siirrettyä omista tai kumppanin ylläpidetyistä ympäristöistä Azureen? Tule oppimaan! ;True;Technology;Infra;Microsoft Cloud-services;
568336;AZ-101T01 Migrate Servers to Azure;18.11.2019;18.11.2019;Pasila;PDF;Kuinka virtuaalipalvelimet saadaan siirrettyä omista tai kumppanin ylläpidetyistä ympäristöistä Azureen? Tule oppimaan! ;True;Technology;Infra;Microsoft Cloud-services;
568337;AZ-101T01 Migrate Servers to Azure;18.11.2019;18.11.2019;Online;PDF;Kuinka virtuaalipalvelimet saadaan siirrettyä omista tai kumppanin ylläpidetyistä ympäristöistä Azureen? Tule oppimaan! ;True;Technology;Infra;Microsoft Cloud-services;
568331;AZ-100T05 Manage Identities;9.9.2019;9.9.2019;Online;PDF;Identiteetti on myös pilvipalveluilla toteutettavien järjestelmien kulmakivi. Varmista, että se on sitä myös oman osaamisesi osalta. ;True;Technology;Infra;Microsoft Cloud-services;
568330;AZ-100T05 Manage Identities;9.9.2019;9.9.2019;Pasila;PDF;Identiteetti on myös pilvipalveluilla toteutettavien järjestelmien kulmakivi. Varmista, että se on sitä myös oman osaamisesi osalta. ;True;Technology;Infra;Microsoft Cloud-services;
568332;AZ-100T05 Manage Identities;11.11.2019;11.11.2019;Pasila;PDF;Identiteetti on myös pilvipalveluilla toteutettavien järjestelmien kulmakivi. Varmista, että se on sitä myös oman osaamisesi osalta. ;True;Technology;Infra;Microsoft Cloud-services;
568333;AZ-100T05 Manage Identities;11.11.2019;11.11.2019;Online;PDF;Identiteetti on myös pilvipalveluilla toteutettavien järjestelmien kulmakivi. Varmista, että se on sitä myös oman osaamisesi osalta. ;True;Technology;Infra;Microsoft Cloud-services;
568326;AZ-100T04 Configure and Manage Virtual Networks;2.9.2019;2.9.2019;Pasila;PDF;Bitit eivät kulje pilvessäkään ilman verkkoja. Tule tutustumaan, kuinka verkot kannattaa toteuttaa Azuressa.  ;True;Technology;Infra;Microsoft Cloud-services;
568327;AZ-100T04 Configure and Manage Virtual Networks;2.9.2019;2.9.2019;Online;PDF;Bitit eivät kulje pilvessäkään ilman verkkoja. Tule tutustumaan, kuinka verkot kannattaa toteuttaa Azuressa.  ;True;Technology;Infra;Microsoft Cloud-services;
568328;AZ-100T04 Configure and Manage Virtual Networks;4.11.2019;4.11.2019;Pasila;PDF;Bitit eivät kulje pilvessäkään ilman verkkoja. Tule tutustumaan, kuinka verkot kannattaa toteuttaa Azuressa.  ;True;Technology;Infra;Microsoft Cloud-services;
568329;AZ-100T04 Configure and Manage Virtual Networks;4.11.2019;4.11.2019;Online;PDF;Bitit eivät kulje pilvessäkään ilman verkkoja. Tule tutustumaan, kuinka verkot kannattaa toteuttaa Azuressa.  ;True;Technology;Infra;Microsoft Cloud-services;
568324;AZ-100T03 Deploying and Managing Virtual Machines;28.10.2019;28.10.2019;Pasila;PDF;Virtuaalikoneet ovat erityisesti pilvipalveluihin siirryttäessä ensimmäisenä siirrettävien joukossa. Ne ovat osin tulleet monille tutuiksi jo on-prem palvelinvirtualisointiratkaisuista (Hyper-V, VMware jne.) ;True;Technology;Infra;Microsoft Cloud-services;
568325;AZ-100T03 Deploying and Managing Virtual Machines;28.10.2019;28.10.2019;Online;PDF;Virtuaalikoneet ovat erityisesti pilvipalveluihin siirryttäessä ensimmäisenä siirrettävien joukossa. Ne ovat osin tulleet monille tutuiksi jo on-prem palvelinvirtualisointiratkaisuista (Hyper-V, VMware jne.) ;True;Technology;Infra;Microsoft Cloud-services;
568321;AZ-100T02 Implementing and Managing Storage;21.10.2019;21.10.2019;Online;PDF;Tallennus on olennainen osa myös pilvipalveluiden arkkitehtuuria. Eri vaihtoehdot on hyvä tuntea, jotta osaat valita sopivimman vaihtoehdon. ;True;Technology;Infra;Microsoft Cloud-services;
568320;AZ-100T02 Implementing and Managing Storage;21.10.2019;21.10.2019;Pasila;PDF;Tallennus on olennainen osa myös pilvipalveluiden arkkitehtuuria. Eri vaihtoehdot on hyvä tuntea, jotta osaat valita sopivimman vaihtoehdon. ;True;Technology;Infra;Microsoft Cloud-services;
568316;AZ-100T01 Managing Azure Subscriptions and Resources;14.10.2019;14.10.2019;Pasila;PDF;Azuren käyttöönottovaiheessa on hyvä tuntea tärkeimmät hallintaan liittyvät toiminnot, jotta ei tarvitse myöhemmin säätää. ;True;Technology;Infra;Microsoft Cloud-services;
568317;AZ-100T01 Managing Azure Subscriptions and Resources;14.10.2019;14.10.2019;Online;PDF;Azuren käyttöönottovaiheessa on hyvä tuntea tärkeimmät hallintaan liittyvät toiminnot, jotta ei tarvitse myöhemmin säätää. ;True;Technology;Infra;Microsoft Cloud-services;
568920;Azure koneoppiminen ja tekoäly;9.9.2019;10.9.2019;Pasila;PDF;Data-analyytikon peruskurssi!Koneoppiminen on yksi tekoälyn hyödyntämisen perustekniikoista. Tällä kurssilla opit analysoimaan dataa Azuren koneoppimisen avulla ja hyödyntämään Azuren kognitiivisia palveluita;True;Technology;Databases and Analytics;Reporting and BI;
568921;Azure koneoppiminen ja tekoäly;9.9.2019;10.9.2019;Online;PDF;Data-analyytikon peruskurssi!Koneoppiminen on yksi tekoälyn hyödyntämisen perustekniikoista. Tällä kurssilla opit analysoimaan dataa Azuren koneoppimisen avulla ja hyödyntämään Azuren kognitiivisia palveluita;True;Technology;Databases and Analytics;Reporting and BI;
568922;Azure koneoppiminen ja tekoäly;14.11.2019;15.11.2019;Pasila;PDF;Data-analyytikon peruskurssi!Koneoppiminen on yksi tekoälyn hyödyntämisen perustekniikoista. Tällä kurssilla opit analysoimaan dataa Azuren koneoppimisen avulla ja hyödyntämään Azuren kognitiivisia palveluita;True;Technology;Databases and Analytics;Reporting and BI;
568923;Azure koneoppiminen ja tekoäly;14.11.2019;15.11.2019;Online;PDF;Data-analyytikon peruskurssi!Koneoppiminen on yksi tekoälyn hyödyntämisen perustekniikoista. Tällä kurssilla opit analysoimaan dataa Azuren koneoppimisen avulla ja hyödyntämään Azuren kognitiivisia palveluita;True;Technology;Databases and Analytics;Reporting and BI;
569192;Tietotyön tehotreeni: Word osoitetarrat ja joukkokirjeet;17.9.2019;17.9.2019;Online;;Koulutuksen kesto 1,5 tuntia klo 14.30 - 16.00;True;Productivity;Co-operation and Communication;;
569628;Tietotyön tehotreeni: Word osoitetarrat ja joukkokirjeet;18.10.2019;18.10.2019;Online;;Koulutuksen kesto 1,5 tuntia klo 14.30 - 16.00;True;Productivity;Co-operation and Communication;;
569629;Tietotyön tehotreeni: Word osoitetarrat ja joukkokirjeet;19.11.2019;19.11.2019;Online;;Koulutuksen kesto 1,5 tuntia klo 14.30 - 16.00;True;Productivity;Co-operation and Communication;;
569630;Tietotyön tehotreeni: Word osoitetarrat ja joukkokirjeet;12.12.2019;12.12.2019;Online;;Koulutuksen kesto 1,5 tuntia klo 14.30 - 16.00;True;Productivity;Co-operation and Communication;;
569191;Tietotyön tehotreeni: Word pitkät asiakirjat;17.9.2019;17.9.2019;Online;;Sisällysluettelot ja muut asiakirjan osat kuntoon!Koulutuksen kesto 1,5 tuntia klo 12.30 - 14.00;True;Productivity;Co-operation and Communication;;
569625;Tietotyön tehotreeni: Word pitkät asiakirjat;18.10.2019;18.10.2019;Online;;Sisällysluettelot ja muut asiakirjan osat kuntoon!Koulutuksen kesto 1,5 tuntia klo 12.30 - 14.00;True;Productivity;Co-operation and Communication;;
569626;Tietotyön tehotreeni: Word pitkät asiakirjat;19.11.2019;19.11.2019;Online;;Sisällysluettelot ja muut asiakirjan osat kuntoon!Koulutuksen kesto 1,5 tuntia klo 12.30 - 14.00;True;Productivity;Co-operation and Communication;;
569627;Tietotyön tehotreeni: Word pitkät asiakirjat;12.12.2019;12.12.2019;Online;;Sisällysluettelot ja muut asiakirjan osat kuntoon!Koulutuksen kesto 1,5 tuntia klo 12.30 - 14.00;True;Productivity;Co-operation and Communication;;
569056;Tietotyön tehotreeni: Word kuvien ja muiden objektien käsittely;17.9.2019;17.9.2019;Online;;Luo monipuolisia ja havainnollisia asiakirjoja!Koulutuksen kesto on 1,0 tunti klo 10.15 - 11.15.;True;Productivity;Co-operation and Communication;;
569622;Tietotyön tehotreeni: Word kuvien ja muiden objektien käsittely;18.10.2019;18.10.2019;Online;;Luo monipuolisia ja havainnollisia asiakirjoja!Koulutuksen kesto on 1,0 tunti klo 10.15 - 11.15.;True;Productivity;Co-operation and Communication;;
